"","x","y","t","AnimalID"
"3955",354259.316790604,403161.924938913,2021-02-24 07:00:00,"14"
"3956",354453.784612663,403225.323655998,2021-02-24 20:00:00,"14"
"3957",354521.726885225,403235.683544456,2021-02-25 09:00:00,"14"
"3958",354688.030385533,403004.64868385,2021-02-25 22:00:00,"14"
"3959",354369.5239933,403007.136774097,2021-02-26 11:00:00,"14"
"3960",354379.422439472,402604.022451883,2021-02-27 00:00:00,"14"
"3961",354662.736570869,402746.111128421,2021-02-27 13:00:00,"14"
"3962",354947.82004341,402771.9069728,2021-02-28 02:00:00,"14"
"3963",355584.013929842,402659.755653161,2021-02-28 15:00:00,"14"
"3964",355815.951641892,403074.136124943,2021-03-01 04:00:00,"14"
"3965",355742.258302797,403284.086959168,2021-03-01 17:00:00,"14"
"3966",355763.388834571,403114.478151193,2021-03-02 06:00:00,"14"
"3967",355457.38410198,402923.158604394,2021-03-02 19:00:00,"14"
"3968",355740.797356556,403109.470989891,2021-03-03 08:00:00,"14"
"3969",355474.907679808,403414.632193983,2021-03-03 21:00:00,"14"
"3970",355220.870216935,402764.963931805,2021-03-04 10:00:00,"14"
"3971",355402.302626144,403109.929279367,2021-03-04 23:00:00,"14"
"3972",355695.611679824,402803.52971736,2021-03-05 12:00:00,"14"
"3973",355716.411539916,403130.058006867,2021-03-06 01:00:00,"14"
"3974",356036.849874708,402720.807751828,2021-03-06 14:00:00,"14"
"3975",355707.988118693,402755.337731614,2021-03-07 03:00:00,"14"
"3976",355523.853610142,403078.151372032,2021-03-07 16:00:00,"14"
"3977",355312.007521456,403224.495642423,2021-03-08 05:00:00,"14"
"3978",354652.611018852,402992.99512925,2021-03-08 18:00:00,"14"
"3979",354941.077641083,402747.647703926,2021-03-09 07:00:00,"14"
"3980",355159.43980426,402354.026643641,2021-03-09 20:00:00,"14"
"3981",354763.819011026,402366.425870858,2021-03-10 09:00:00,"14"
"3982",354930.522612859,402810.885897467,2021-03-10 22:00:00,"14"
"3983",354747.03044691,402445.622531433,2021-03-11 11:00:00,"14"
"3984",354846.94028133,402139.563322518,2021-03-12 00:00:00,"14"
"3985",355154.732375875,402335.088055662,2021-03-12 13:00:00,"14"
"3986",355539.001201876,402711.61004666,2021-03-13 02:00:00,"14"
"3987",356235.701191561,402191.323155365,2021-03-14 05:00:00,"14"
"3988",356006.28306977,402013.52271347,2021-03-14 18:00:00,"14"
"3989",356060.046659791,401025.699435499,2021-03-15 07:00:00,"14"
"3990",355920.308617739,401033.467728231,2021-03-15 20:00:00,"14"
"3991",355084.468899634,401186.785999423,2021-03-16 22:00:00,"14"
"3992",355050.396074742,401254.088237899,2021-03-17 11:00:00,"14"
"3993",354685.830638418,401166.53672572,2021-03-18 00:00:00,"14"
"3994",354739.84304278,401227.787228819,2021-03-18 13:00:00,"14"
"3995",354596.839348423,401291.572718249,2021-03-19 02:00:00,"14"
"3996",355058.070842118,401388.235152266,2021-03-19 15:00:00,"14"
"3997",355494.540944777,401459.467465766,2021-03-20 04:00:00,"14"
"3998",355562.418891294,401649.034181012,2021-03-20 17:00:00,"14"
"3999",355541.320541591,401791.31077659,2021-03-21 06:00:00,"14"
"4000",355984.867639171,401682.657019737,2021-03-22 08:00:00,"14"
"4001",355914.555300853,401551.2253177,2021-03-22 21:00:00,"14"
"4002",355708.650618269,401779.934701854,2021-03-23 10:00:00,"14"
"4003",356992.616483515,402384.709237125,2021-03-25 01:00:00,"14"
"4004",356908.072170386,402308.978999964,2021-03-25 14:00:00,"14"
"4005",357098.955430059,402249.970660614,2021-03-26 03:00:00,"14"
"4006",357031.932876839,402596.881045195,2021-03-26 16:00:00,"14"
"4007",356728.160239593,402732.21603981,2021-03-27 05:00:00,"14"
"4008",356983.765845195,403355.312372531,2021-03-27 18:00:00,"14"
"4009",356828.781847097,403647.951784165,2021-03-28 07:00:00,"14"
"4010",357463.487133867,403528.557826803,2021-03-28 20:00:00,"14"
"4011",356878.984935599,403795.196041304,2021-03-29 09:00:00,"14"
"4012",356773.140946939,403369.580280928,2021-03-29 22:00:00,"14"
"4013",356626.554111444,403455.677521573,2021-03-30 11:00:00,"14"
"4014",356740.095930933,402864.645619739,2021-03-31 00:00:00,"14"
"4015",356802.862986222,402429.59675737,2021-03-31 13:00:00,"14"
"4016",357000.031106504,402316.562655888,2021-04-01 02:00:00,"14"
"4017",356796.64541974,402950.619815971,2021-04-01 15:00:00,"14"
"4018",357019.231218175,402662.727927772,2021-04-02 04:00:00,"14"
"4019",357156.292940803,402064.601293814,2021-04-02 17:00:00,"14"
"4020",356306.946221496,401781.675215285,2021-04-03 19:00:00,"14"
"4021",356079.993306554,401672.714657667,2021-04-04 08:00:00,"14"
"4022",356330.130578365,401723.174715235,2021-04-04 21:00:00,"14"
"4023",355531.284680189,401789.318685816,2021-04-05 10:00:00,"14"
"4024",355117.760652415,401735.69767825,2021-04-05 23:00:00,"14"
"4025",355000.333322417,401621.846438036,2021-04-06 12:00:00,"14"
"4026",354910.758946473,401266.200125994,2021-04-07 01:00:00,"14"
"4027",354532.324677195,401668.943309296,2021-04-07 14:00:00,"14"
"4028",354767.82478809,401734.695285933,2021-04-08 03:00:00,"14"
"4029",355079.608265601,401758.857225944,2021-04-08 16:00:00,"14"
"4030",354728.609552261,401670.930806385,2021-04-09 05:00:00,"14"
"4031",354165.140921816,401703.069701952,2021-04-09 18:00:00,"14"
"4032",354647.685938488,401446.731172769,2021-04-10 07:00:00,"14"
"4033",355462.383546411,401002.110715335,2021-04-10 20:00:00,"14"
"4034",356343.503971095,400940.686067959,2021-04-11 22:00:00,"14"
"4035",356428.055195296,401553.583936625,2021-04-12 11:00:00,"14"
"4036",356272.926157071,401616.893342162,2021-04-13 00:00:00,"14"
"4037",356448.451621477,402083.704306481,2021-04-13 13:00:00,"14"
"4038",355963.423238213,402082.005002547,2021-04-14 02:00:00,"14"
"4039",355324.490134177,402269.902112595,2021-04-14 15:00:00,"14"
"4040",355281.423460772,402453.137488328,2021-04-15 04:00:00,"14"
"4041",355323.997696852,402743.933042853,2021-04-15 17:00:00,"14"
"4042",355825.090273052,403189.984313518,2021-04-16 06:00:00,"14"
"4043",355500.307726603,403431.146650648,2021-04-16 19:00:00,"14"
"4044",356031.480719583,403400.164091887,2021-04-17 08:00:00,"14"
"4045",355570.599640333,402844.28169201,2021-04-17 21:00:00,"14"
"4046",355725.573470185,402707.177475201,2021-04-18 10:00:00,"14"
"4047",355421.423720117,402417.116853449,2021-04-18 23:00:00,"14"
"4048",355552.301441372,402111.787824879,2021-04-20 01:00:00,"14"
"4049",355298.631607169,401787.988702011,2021-04-20 14:00:00,"14"
"4050",355515.260118554,401864.217230946,2021-04-21 03:00:00,"14"
"4051",355929.470542829,401526.578008774,2021-04-21 16:00:00,"14"
"4052",356110.964984184,401873.154131987,2021-04-22 05:00:00,"14"
"4053",356351.463986428,402946.361067871,2021-04-22 18:00:00,"14"
"4054",356186.026527892,403014.736210155,2021-04-23 07:00:00,"14"
"4055",356790.211060437,402674.768391983,2021-04-23 20:00:00,"14"
"4056",356867.059214124,402793.814798036,2021-04-24 09:00:00,"14"
"4057",356544.455363983,403151.27714376,2021-04-25 11:00:00,"14"
"4058",356919.579320594,403686.831676914,2021-04-26 00:00:00,"14"
"4059",356998.292045165,404023.888356571,2021-04-26 13:00:00,"14"
"4060",356545.641864545,403485.839058717,2021-04-27 02:00:00,"14"
"4061",356450.058894847,403516.787260791,2021-04-27 15:00:00,"14"
"4062",356845.217966575,403613.419194624,2021-04-28 04:00:00,"14"
"4063",356772.579263734,404167.987672034,2021-04-28 17:00:00,"14"
"4064",356647.560905928,404389.330079757,2021-04-29 06:00:00,"14"
"4065",356214.300371344,404750.203798276,2021-04-29 19:00:00,"14"
"4066",356117.275673912,404864.628843498,2021-04-30 08:00:00,"14"
"4067",356285.297112038,405043.502986186,2021-04-30 21:00:00,"14"
"4068",356706.493108737,404942.877164247,2021-05-01 10:00:00,"14"
"4069",356446.179819891,404428.372131332,2021-05-01 23:00:00,"14"
"4070",356670.918977171,404748.78324377,2021-05-02 12:00:00,"14"
"4071",356613.158579032,404717.483098838,2021-05-03 01:00:00,"14"
"4072",357272.465079199,405193.188293926,2021-05-03 14:00:00,"14"
"4073",356902.428409768,404625.790257273,2021-05-04 03:00:00,"14"
"4074",357045.843355439,404773.737176699,2021-05-04 16:00:00,"14"
"4075",357469.118984087,405292.438156046,2021-05-05 05:00:00,"14"
"4076",356517.170286006,405479.758899729,2021-05-05 18:00:00,"14"
"4077",356169.614979594,405748.843755572,2021-05-06 07:00:00,"14"
"4078",355639.125947377,406301.483470203,2021-05-06 20:00:00,"14"
"4079",355595.867573298,406597.681806144,2021-05-07 09:00:00,"14"
"4080",355909.439715594,405869.230209438,2021-05-07 22:00:00,"14"
"4081",355491.1820343,405864.361505552,2021-05-09 00:00:00,"14"
"4082",355269.650432597,406036.401409818,2021-05-10 02:00:00,"14"
"4083",354907.75785566,405594.949684895,2021-05-10 15:00:00,"14"
"4084",355350.268786673,405525.343867047,2021-05-11 17:00:00,"14"
"4085",355072.069942826,405581.621387226,2021-05-12 19:00:00,"14"
"4086",355066.657631037,405330.898356045,2021-05-13 08:00:00,"14"
"4087",355469.976303334,405582.121853599,2021-05-13 21:00:00,"14"
"4088",355669.457718188,405558.344723335,2021-05-14 23:00:00,"14"
"4089",355305.404904302,405067.724853595,2021-05-15 12:00:00,"14"
"4090",355367.754437099,405378.743779484,2021-05-16 01:00:00,"14"
"4091",356090.582767198,404286.592916046,2021-05-17 03:00:00,"14"
"4092",356265.078549765,404330.340809124,2021-05-18 05:00:00,"14"
"4093",356328.780525313,404634.609119465,2021-05-18 18:00:00,"14"
"4094",355602.275503793,404743.699832924,2021-05-19 07:00:00,"14"
"4095",355667.575227138,404567.447827274,2021-05-19 20:00:00,"14"
"4096",355600.562198776,405051.398794354,2021-05-20 09:00:00,"14"
"4097",356036.037601427,404974.729908788,2021-05-20 22:00:00,"14"
"4098",356029.74659596,404350.32136569,2021-05-21 11:00:00,"14"
"4099",356719.155349846,404562.506326458,2021-05-22 00:00:00,"14"
"4100",356803.699945747,404195.516493168,2021-05-22 13:00:00,"14"
"4101",356605.783875336,403978.937055801,2021-05-23 02:00:00,"14"
"4102",356789.226657434,403950.730409694,2021-05-23 15:00:00,"14"
"4103",357042.213237765,403938.563704593,2021-05-24 04:00:00,"14"
"4104",356820.122637642,403826.472491523,2021-05-24 17:00:00,"14"
"4105",356695.894068177,403676.921648044,2021-05-25 06:00:00,"14"
"4106",356564.577481136,403275.754726825,2021-05-25 19:00:00,"14"
"4107",356396.457693007,402938.833617244,2021-05-26 08:00:00,"14"
"4108",356209.188793532,403134.487305799,2021-05-26 21:00:00,"14"
"4109",356180.08136461,403605.858594703,2021-05-27 10:00:00,"14"
"4110",356063.23897814,403829.341563397,2021-05-27 23:00:00,"14"
"4111",356411.483338596,403558.653947277,2021-05-28 12:00:00,"14"
"4112",356993.571193088,403927.009914921,2021-05-29 01:00:00,"14"
"4113",356764.513381319,403265.614072018,2021-05-30 03:00:00,"14"
"4114",357018.192958833,403486.393163084,2021-05-30 16:00:00,"14"
"4115",357387.825583405,403210.129121607,2021-05-31 05:00:00,"14"
"4116",357672.348771322,403488.472464179,2021-05-31 18:00:00,"14"
"4117",357594.839364658,403589.244762893,2021-06-01 07:00:00,"14"
"4118",356360.740673171,403355.822415968,2021-06-02 09:00:00,"14"
"4119",356315.706334018,403969.641400538,2021-06-02 22:00:00,"14"
"4120",356399.388377115,403357.444305741,2021-06-03 11:00:00,"14"
"4121",356269.207064414,403335.633920199,2021-06-04 00:00:00,"14"
"4122",356518.080797465,403130.228179399,2021-06-04 13:00:00,"14"
"4123",356538.441409002,403182.736462456,2021-06-05 02:00:00,"14"
"4124",357282.377133856,403081.134503337,2021-06-05 15:00:00,"14"
"4125",358013.026363498,403664.599177685,2021-06-06 04:00:00,"14"
"4126",358035.585959138,403497.295207343,2021-06-06 17:00:00,"14"
"4127",357402.572929262,404007.94916108,2021-06-07 06:00:00,"14"
"4128",357509.663350244,404302.717715022,2021-06-07 19:00:00,"14"
"4129",357235.041552408,404813.934245598,2021-06-08 08:00:00,"14"
"4130",357391.594649282,404813.921324502,2021-06-08 21:00:00,"14"
"4131",357277.517897906,405370.492845064,2021-06-09 10:00:00,"14"
"4132",357789.928639253,405624.5538943,2021-06-09 23:00:00,"14"
"4133",357683.727473446,405159.311326017,2021-06-10 12:00:00,"14"
"4134",357686.128356208,404771.00588258,2021-06-11 01:00:00,"14"
"4135",357185.287439336,404671.225952875,2021-06-11 14:00:00,"14"
"4136",356808.991441026,404783.351716061,2021-06-12 03:00:00,"14"
"4137",356775.120158817,404653.113595433,2021-06-13 18:00:00,"14"
"4138",356459.161088591,405573.687362261,2021-06-14 20:00:00,"14"
"4139",356364.329160382,405714.607550769,2021-06-15 09:00:00,"14"
"4140",356534.473651676,405751.562256247,2021-06-15 22:00:00,"14"
"4141",357006.330645118,406501.311517472,2021-06-17 13:00:00,"14"
"4142",357282.141003015,406295.430252762,2021-06-18 02:00:00,"14"
"4143",357240.548295096,406462.254217946,2021-06-18 15:00:00,"14"
"4144",356856.841674426,406352.719858702,2021-06-19 04:00:00,"14"
"4145",356832.725622801,406655.340197293,2021-06-20 06:00:00,"14"
"4146",357079.59278471,406597.11884983,2021-06-20 19:00:00,"14"
"4147",357033.432698848,406560.417520855,2021-06-21 08:00:00,"14"
"4148",356783.212679874,406177.801382715,2021-06-22 10:00:00,"14"
"4149",356880.529255718,406427.48741875,2021-06-22 23:00:00,"14"
"4150",357525.176455547,406752.79643398,2021-06-23 12:00:00,"14"
"4151",357449.132387877,406712.689030495,2021-06-24 14:00:00,"14"
"4152",357151.835026385,407006.344035657,2021-06-25 03:00:00,"14"
"4153",357467.517586169,406742.495041829,2021-06-25 16:00:00,"14"
"4154",357004.363146882,406711.300211498,2021-06-26 05:00:00,"14"
"4155",356538.844057484,406602.31264224,2021-06-27 07:00:00,"14"
"4156",356851.722151243,406624.501755505,2021-06-27 20:00:00,"14"
"4157",357069.270109294,406346.265944595,2021-06-28 09:00:00,"14"
"4158",357168.30270872,405988.845959164,2021-06-28 22:00:00,"14"
"4159",357203.033029245,406197.573887827,2021-06-29 11:00:00,"14"
"4160",357753.679437385,406272.612733317,2021-06-30 00:00:00,"14"
"4161",357537.536835159,405987.501748699,2021-06-30 13:00:00,"14"
"4162",357250.712670457,406140.825159486,2021-07-01 02:00:00,"14"
"4163",357540.664820136,405415.611814547,2021-07-01 15:00:00,"14"
"4164",358001.168260417,405159.348643954,2021-07-02 04:00:00,"14"
"4165",358413.172267598,404831.726499462,2021-07-02 17:00:00,"14"
"4166",358448.822897937,405212.977697482,2021-07-03 06:00:00,"14"
"4167",358411.204695748,405239.09334477,2021-07-03 19:00:00,"14"
"4168",358542.084395891,405406.299937709,2021-07-04 08:00:00,"14"
"4169",358360.023144215,405442.418224912,2021-07-04 21:00:00,"14"
"4170",358640.205273286,405219.103121795,2021-07-05 23:00:00,"14"
"4171",359132.227733787,405133.712960742,2021-07-06 12:00:00,"14"
"4172",359073.074119555,404996.232785082,2021-07-07 01:00:00,"14"
"4173",358653.33849834,404915.810452478,2021-07-07 14:00:00,"14"
"4174",358798.624081213,404671.822468821,2021-07-08 03:00:00,"14"
"4175",359089.668576584,404240.519004994,2021-07-08 16:00:00,"14"
"4176",359692.93566871,404806.10258863,2021-07-09 05:00:00,"14"
"4177",359646.331415458,405637.530351473,2021-07-09 18:00:00,"14"
"4178",359562.373053388,405943.283370699,2021-07-10 07:00:00,"14"
"4179",359360.235893381,406369.898909508,2021-07-10 20:00:00,"14"
"4180",359274.909737494,406292.889239588,2021-07-11 09:00:00,"14"
"4181",359151.079942511,406338.180517469,2021-07-11 22:00:00,"14"
"4182",359449.025951985,406582.32606775,2021-07-12 11:00:00,"14"
"4183",359456.51576375,406606.431472843,2021-07-13 00:00:00,"14"
"4184",359642.930551753,406429.27104626,2021-07-13 13:00:00,"14"
"4185",359638.577822305,406409.089400264,2021-07-14 02:00:00,"14"
"4186",359571.62054131,405958.724990468,2021-07-14 15:00:00,"14"
"4187",359870.040070124,406155.550362154,2021-07-15 04:00:00,"14"
"4188",359797.449378974,406601.101016421,2021-07-15 17:00:00,"14"
"4189",360458.551187403,407040.448838081,2021-07-16 19:00:00,"14"
"4190",360067.560239122,406936.212808666,2021-07-17 08:00:00,"14"
"4191",360400.316798258,406927.135879053,2021-07-17 21:00:00,"14"
"4192",360689.922115191,407546.516468265,2021-07-18 10:00:00,"14"
"4193",360553.078580498,407538.367358562,2021-07-18 23:00:00,"14"
"4194",360590.319067388,407432.180655335,2021-07-19 12:00:00,"14"
"4195",360536.998483718,407598.257419167,2021-07-20 01:00:00,"14"
"4196",360980.377187422,407765.864690446,2021-07-20 14:00:00,"14"
"4197",360840.032091527,407700.430789389,2021-07-21 03:00:00,"14"
"4198",359807.089081927,407658.392416623,2021-07-22 05:00:00,"14"
"4199",359889.769949173,407726.780833071,2021-07-22 18:00:00,"14"
"4200",359868.91119709,407644.979916308,2021-07-23 07:00:00,"14"
"4201",360070.310885775,407014.195213164,2021-07-23 20:00:00,"14"
"4202",359593.115392418,406808.12603803,2021-07-24 09:00:00,"14"
"4203",359885.764195524,406349.129074655,2021-07-24 22:00:00,"14"
"4204",359896.127192389,406385.141028579,2021-07-25 11:00:00,"14"
"4205",359921.798891247,406294.402396987,2021-07-26 00:00:00,"14"
"4206",360226.084840448,406126.277248994,2021-07-26 13:00:00,"14"
"4207",360312.007831292,406107.762501333,2021-07-27 02:00:00,"14"
"4208",360570.5448807,406079.388674617,2021-07-27 15:00:00,"14"
"4209",360564.289807753,406132.367421691,2021-07-28 04:00:00,"14"
"4210",361171.945616613,406247.195343265,2021-07-29 06:00:00,"14"
"4211",361326.335484984,406756.95330504,2021-07-29 19:00:00,"14"
"4212",361630.609433607,406581.208511297,2021-07-30 08:00:00,"14"
"4213",361883.496787743,406772.776469813,2021-07-30 21:00:00,"14"
"4214",361852.56740296,406573.344393755,2021-07-31 10:00:00,"14"
"4215",350000,4e+05,2021-02-01 00:00:00,"15"
"4216",350314.885986965,399804.572704967,2021-02-01 13:00:00,"15"
"4217",350339.048659692,399292.349994834,2021-02-02 02:00:00,"15"
"4218",350015.879781798,399179.147764188,2021-02-02 15:00:00,"15"
"4219",350626.957184817,399049.703837563,2021-02-03 04:00:00,"15"
"4220",350975.851111187,399060.743543665,2021-02-03 17:00:00,"15"
"4221",351046.71503225,398564.999137519,2021-02-04 06:00:00,"15"
"4222",350871.714454709,398616.106983833,2021-02-04 19:00:00,"15"
"4223",350422.389376731,398808.561289354,2021-02-05 08:00:00,"15"
"4224",350252.04196054,398549.516626908,2021-02-05 21:00:00,"15"
"4225",350242.181277434,398662.360410227,2021-02-06 10:00:00,"15"
"4226",349647.176227794,398416.130708792,2021-02-06 23:00:00,"15"
"4227",349536.81454365,397942.054304014,2021-02-07 12:00:00,"15"
"4228",349268.486612323,397469.106000946,2021-02-08 01:00:00,"15"
"4229",349012.870315793,397771.640794035,2021-02-08 14:00:00,"15"
"4230",348431.928368173,398338.513673104,2021-02-09 03:00:00,"15"
"4231",348127.924954574,398522.157224955,2021-02-10 05:00:00,"15"
"4232",347566.095346025,398699.229757142,2021-02-10 18:00:00,"15"
"4233",347666.132469828,398480.86786151,2021-02-11 20:00:00,"15"
"4234",347526.364455569,398489.519726642,2021-02-12 09:00:00,"15"
"4235",347882.276471533,398563.62511416,2021-02-12 22:00:00,"15"
"4236",348208.417002843,398881.298561232,2021-02-13 11:00:00,"15"
"4237",348583.634611126,399497.208982697,2021-02-14 00:00:00,"15"
"4238",348669.535229995,399218.940820746,2021-02-14 13:00:00,"15"
"4239",348645.099713066,399158.055327466,2021-02-15 02:00:00,"15"
"4240",348383.942708766,399137.426190808,2021-02-15 15:00:00,"15"
"4241",348275.066741152,399942.879211805,2021-02-16 04:00:00,"15"
"4242",347808.649741139,399783.115701182,2021-02-16 17:00:00,"15"
"4243",347826.837634082,399926.328096784,2021-02-17 06:00:00,"15"
"4244",347777.395230158,399179.208873127,2021-02-18 08:00:00,"15"
"4245",347569.306314589,399356.876732069,2021-02-18 21:00:00,"15"
"4246",347280.62276604,399158.784834302,2021-02-19 10:00:00,"15"
"4247",347229.85138921,399156.936524986,2021-02-20 12:00:00,"15"
"4248",347008.120535229,399392.499068723,2021-02-21 01:00:00,"15"
"4249",347069.546726017,399582.366416309,2021-02-21 14:00:00,"15"
"4250",347425.982488512,400010.809215004,2021-02-22 03:00:00,"15"
"4251",348288.852147865,400093.733809892,2021-02-22 16:00:00,"15"
"4252",348360.175192252,400212.193785873,2021-02-23 05:00:00,"15"
"4253",348743.42021578,400215.896073438,2021-02-23 18:00:00,"15"
"4254",348941.067069967,400096.213042989,2021-02-24 07:00:00,"15"
"4255",349198.447936366,400061.849675799,2021-02-24 20:00:00,"15"
"4256",348925.920673467,400502.708368376,2021-02-25 09:00:00,"15"
"4257",348910.571720872,400076.562416693,2021-02-25 22:00:00,"15"
"4258",348955.304799472,400539.16187977,2021-02-26 11:00:00,"15"
"4259",349294.665833924,400506.570229782,2021-02-27 00:00:00,"15"
"4260",348839.489539465,400741.277493675,2021-02-27 13:00:00,"15"
"4261",348895.009505725,400976.284472324,2021-02-28 02:00:00,"15"
"4262",348736.522307442,401216.447376794,2021-03-01 04:00:00,"15"
"4263",348617.994336769,400777.440443741,2021-03-01 17:00:00,"15"
"4264",348738.135861482,401019.515278007,2021-03-02 06:00:00,"15"
"4265",348141.1497625,400920.059609452,2021-03-02 19:00:00,"15"
"4266",348265.022231206,400745.141315883,2021-03-03 08:00:00,"15"
"4267",348437.465823671,400971.784006749,2021-03-03 21:00:00,"15"
"4268",348299.488248612,400586.256780583,2021-03-04 10:00:00,"15"
"4269",348819.113780049,400681.139814525,2021-03-05 12:00:00,"15"
"4270",349310.790610649,400769.955820843,2021-03-06 01:00:00,"15"
"4271",349341.463137527,400739.050575517,2021-03-06 14:00:00,"15"
"4272",349806.598285707,400571.083261879,2021-03-07 03:00:00,"15"
"4273",350079.481725205,400773.55985529,2021-03-07 16:00:00,"15"
"4274",349861.316414496,400479.679820851,2021-03-08 05:00:00,"15"
"4275",350188.418637198,401004.420861299,2021-03-08 18:00:00,"15"
"4276",350798.892642377,400543.334510998,2021-03-09 07:00:00,"15"
"4277",351323.847766381,399960.208927584,2021-03-09 20:00:00,"15"
"4278",350634.626016552,399670.346383895,2021-03-10 09:00:00,"15"
"4279",350562.52940019,399271.718561314,2021-03-10 22:00:00,"15"
"4280",350743.006697182,399493.320692028,2021-03-11 11:00:00,"15"
"4281",351199.237562969,400071.144869506,2021-03-12 00:00:00,"15"
"4282",351035.189432357,399911.591524032,2021-03-12 13:00:00,"15"
"4283",350930.491977415,400415.986118371,2021-03-13 02:00:00,"15"
"4284",351265.742058395,399852.410625161,2021-03-13 15:00:00,"15"
"4285",350968.022577563,399243.425904175,2021-03-14 05:00:00,"15"
"4286",351072.778390516,399087.36713437,2021-03-14 18:00:00,"15"
"4287",351723.829083303,399318.126735795,2021-03-15 07:00:00,"15"
"4288",351708.798964542,399210.299398599,2021-03-15 20:00:00,"15"
"4289",351964.318543575,399102.50196011,2021-03-16 09:00:00,"15"
"4290",352144.3761348,399540.277730139,2021-03-16 22:00:00,"15"
"4291",352308.887549645,399479.532087334,2021-03-17 11:00:00,"15"
"4292",352700.771383213,399305.502196861,2021-03-18 00:00:00,"15"
"4293",353168.298109176,399467.755229176,2021-03-18 13:00:00,"15"
"4294",353390.296199235,399091.834363832,2021-03-19 02:00:00,"15"
"4295",353738.857772199,399245.673903697,2021-03-20 04:00:00,"15"
"4296",353706.413908635,399352.076149351,2021-03-20 17:00:00,"15"
"4297",354347.013713784,399613.971569322,2021-03-21 06:00:00,"15"
"4298",354271.307855571,399536.123319241,2021-03-21 19:00:00,"15"
"4299",354132.38232613,399251.516284603,2021-03-22 08:00:00,"15"
"4300",353974.262832483,398587.040109668,2021-03-22 21:00:00,"15"
"4301",353731.094449535,398136.848155407,2021-03-23 10:00:00,"15"
"4302",353327.219584792,398159.15712483,2021-03-23 23:00:00,"15"
"4303",353822.076958757,397938.916084515,2021-03-24 12:00:00,"15"
"4304",353613.558606441,397802.608806249,2021-03-25 01:00:00,"15"
"4305",353052.281314682,397707.636100491,2021-03-25 14:00:00,"15"
"4306",353297.662887475,397744.186256895,2021-03-26 03:00:00,"15"
"4307",353384.591788353,397754.438194476,2021-03-26 16:00:00,"15"
"4308",353737.464264238,397597.828339172,2021-03-27 05:00:00,"15"
"4309",353288.986036757,397503.340125175,2021-03-28 07:00:00,"15"
"4310",353153.782760884,397724.682230096,2021-03-29 09:00:00,"15"
"4311",353124.835995636,397529.215199308,2021-03-29 22:00:00,"15"
"4312",353130.417931211,397705.295876696,2021-03-30 11:00:00,"15"
"4313",352695.804795301,397183.528830241,2021-03-31 00:00:00,"15"
"4314",353464.20835529,397065.1571139,2021-03-31 13:00:00,"15"
"4315",353101.414174608,396901.236410812,2021-04-01 02:00:00,"15"
"4316",352589.236918073,396805.08879802,2021-04-01 15:00:00,"15"
"4317",352866.837689863,396999.25494135,2021-04-02 04:00:00,"15"
"4318",352793.426491571,397269.684823252,2021-04-02 17:00:00,"15"
"4319",352684.733558819,397226.418578051,2021-04-03 06:00:00,"15"
"4320",353054.549550293,397428.196147936,2021-04-03 19:00:00,"15"
"4321",352869.576618454,397234.021003134,2021-04-04 08:00:00,"15"
"4322",352926.823277006,397390.813563061,2021-04-04 21:00:00,"15"
"4323",352966.663854639,397702.734120004,2021-04-05 10:00:00,"15"
"4324",352939.033149556,397730.348179049,2021-04-05 23:00:00,"15"
"4325",352958.842113089,397649.350645758,2021-04-06 12:00:00,"15"
"4326",352562.322792582,397291.314220611,2021-04-07 01:00:00,"15"
"4327",352681.151844642,397347.817648178,2021-04-07 14:00:00,"15"
"4328",353064.899681708,397593.893582351,2021-04-08 03:00:00,"15"
"4329",353616.243627029,397773.919793755,2021-04-08 16:00:00,"15"
"4330",353357.240350147,397691.595638946,2021-04-09 05:00:00,"15"
"4331",353363.803964795,397431.547587428,2021-04-09 18:00:00,"15"
"4332",353414.877577635,397522.122237371,2021-04-10 07:00:00,"15"
"4333",353657.717673505,397373.742911648,2021-04-11 09:00:00,"15"
"4334",353840.930739362,397577.082875565,2021-04-11 22:00:00,"15"
"4335",354160.576765729,397311.352083545,2021-04-12 11:00:00,"15"
"4336",354258.201044287,397601.800655708,2021-04-13 00:00:00,"15"
"4337",354207.618187221,397758.207789781,2021-04-13 13:00:00,"15"
"4338",353653.91984807,397781.551559903,2021-04-14 15:00:00,"15"
"4339",353820.833099385,397606.849988394,2021-04-15 04:00:00,"15"
"4340",353618.482751393,397674.467949733,2021-04-15 17:00:00,"15"
"4341",353407.404069022,397407.172450255,2021-04-16 06:00:00,"15"
"4342",353322.37442835,397293.350008113,2021-04-16 19:00:00,"15"
"4343",353348.005279477,396718.495378296,2021-04-17 08:00:00,"15"
"4344",353059.721198092,396974.424379847,2021-04-17 21:00:00,"15"
"4345",353270.693117594,397289.519103857,2021-04-18 10:00:00,"15"
"4346",352896.69207964,397874.118087054,2021-04-19 12:00:00,"15"
"4347",352775.851017463,397510.745665839,2021-04-20 01:00:00,"15"
"4348",352718.33669168,397019.373951465,2021-04-20 14:00:00,"15"
"4349",352434.174556862,397233.181080741,2021-04-21 03:00:00,"15"
"4350",352108.127721305,397154.863026051,2021-04-21 16:00:00,"15"
"4351",352508.644397651,397507.828761567,2021-04-22 05:00:00,"15"
"4352",351889.140974752,398209.628915571,2021-04-23 07:00:00,"15"
"4353",351936.716816042,398759.099605791,2021-04-23 20:00:00,"15"
